銀行代號,分支機構代號,金融機構名稱,分支機構名稱,地址
108,0184,陽信商業銀行,景美分行,"台北市文山區景後街９５號之１２"
108,0193,陽信商業銀行,中興分行,"台北市中山區民生東路三段３６號"
108,0209,陽信商業銀行,信義分行,"台北市大安區信義路四段１８８號"
108,0218,陽信商業銀行,中和分行,"新北市中和區建一路２４５號"
108,0227,陽信商業銀行,永和分行,"新北市永和區中山路一段１８６號"
108,0236,陽信商業銀行,蘆洲分行,"新北市蘆洲區集賢路３９３號"
108,0245,陽信商業銀行,板橋分行,"新北市板橋區四川路一段１３３號"
108,0263,陽信商業銀行,新和分行,"新北市中和區華新街８９號"
108,0272,陽信商業銀行,溪洲分行,"新北市板橋區篤行路三段８７號"
108,0281,陽信商業銀行,泰山分行,"新北市泰山區明志路一段１１０號１樓"
108,0290,陽信商業銀行,新莊分行,"新北市新莊區龍安路５３３號"
108,0306,陽信商業銀行,古亭分行,"台北市中正區汀州路二段４０號"
108,0315,陽信商業銀行,三重分行,"新北市三重區自強路四段１０８號"
108,0324,陽信商業銀行,大業分行,"桃園市桃園區大業路一段５３號"
108,0333,陽信商業銀行,雙和分行,"新北市中和區景平路７２２號"
108,0342,陽信商業銀行,復興分行,"台北市松山區復興北路１４３號"
108,0351,陽信商業銀行,大安分行,"台北市信義區和平東路三段２２５號"
108,0360,陽信商業銀行,桃園分行,"桃園市桃園區中山東路３２之２０號一樓之五"
108,0379,陽信商業銀行,新店分行,"新北市新店區中正路２６３之５號"
108,0397,陽信商業銀行,新福分行,"新北市新莊區幸福路８００號"
108,0403,陽信商業銀行,新竹分行,"新竹市中央路２４７號"
108,0412,陽信商業銀行,員林分行,"彰化縣員林市靜修路１２號"
108,0421,陽信商業銀行,花蓮分行,"花蓮縣吉安鄉中華路二段２００、２０２號"
108,0430,陽信商業銀行,精武分行,"台中市東區精武東路１８８號"
108,0449,陽信商業銀行,社頭分行,"彰化縣社頭鄉員集路二段２５７號"
108,0458,陽信商業銀行,屏東分行,"屏東縣屏東市中正路７０號"
108,0467,陽信商業銀行,和平分行,"台北市大安區和平東路一段６３號"
108,0476,陽信商業銀行,高雄分行,"高雄市三民區九如一路１９２號"
108,0485,陽信商業銀行,大同分行,"台北市大同區重慶北路三段１１０號１～２樓"
108,0494,陽信商業銀行,北屯分行,"台中市北區文心路四段１７２號１樓及２樓"
108,0500,陽信商業銀行,嘉義分行,"嘉義市西區中興路２９８號"
108,0519,陽信商業銀行,新埔分行,"新北市板橋區四維路２４５號"
108,0528,陽信商業銀行,台南分行,"台南市中西區忠義路二段１４８號"
108,0555,陽信商業銀行,東寧分行,"台南市東區東寧路２４７號"
108,0564,陽信商業銀行,中華分行,"台南市東區中華東路三段１０２號１樓"
108,0573,陽信商業銀行,健康分行,"台南市南區健康路二段３７０號"
108,0582,陽信商業銀行,台中分行,"台中市西區臺灣大道二段２２９號"
108,0607,陽信商業銀行,西華分行,"台南市安平區中華西路二段３５９號"
108,0616,陽信商業銀行,安順分行,"台南市安南區安和路一段２０２號"
108,0634,陽信商業銀行,左營分行,"高雄市左營區博愛二路１０２號"
108,0643,陽信商業銀行,向上分行,"台中市西區向上南路一段１６６號"
108,0652,陽信商業銀行,內湖分行,"台北市內湖區內湖路一段２５０號"
108,0661,陽信商業銀行,中壢分行,"桃園市中壢區健行路１７１號"
108,0670,陽信商業銀行,五股分行,"新北市五股區中興路一段十二號"
108,0689,陽信商業銀行,林森分行,"新竹市西大路１０９號地下１樓、１樓、２樓"
108,0698,陽信商業銀行,立文分行,"高雄市左營區立文路７５號"
108,0704,陽信商業銀行,新興分行,"高雄市新興區中正四路６號"
108,0713,陽信商業銀行,青年分行,"高雄市苓雅區青年一路１６９之１號"
108,0722,陽信商業銀行,三鳳分行,"高雄市三民區中華三路２９３號"
108,0731,陽信商業銀行,四維分行,"高雄市苓雅區中華四路１５９號"
108,0740,陽信商業銀行,大公分行,"高雄市鹽埕區大公路４０號"
108,0759,陽信商業銀行,大順分行,"高雄市三民區大順二路４１號"
108,0768,陽信商業銀行,海光分行,"高雄市左營區左營大路１９０號"
108,0777,陽信商業銀行,前鎮分行,"高雄市苓雅區三多二路２８１號"
108,0786,陽信商業銀行,平等分行,"高雄市三民區自立一路２８３號"
108,0795,陽信商業銀行,基隆分行,"基隆市信義區信一路１１７號１樓及２樓"
108,0801,陽信商業銀行,小港分行,"高雄市小港區宏平路６１５號"
108,0810,陽信商業銀行,右昌分行,"高雄市楠梓區加昌路８０３號"
108,0829,陽信商業銀行,汐止分行,"新北市汐止區大同路一段１７５號１～２樓"
108,0838,陽信商業銀行,五甲分行,"高雄市鳳山區五甲二路２８０號１～２樓"
108,0847,陽信商業銀行,鼎力分行,"高雄市三民區鼎力路１４２號"
108,0856,陽信商業銀行,楠梓分行,"高雄市楠梓區楠梓路２４號１、２樓"
108,0865,陽信商業銀行,旗山分行,"高雄市旗山區中山路１５８號"
108,0874,陽信商業銀行,土城分行,"新北市土城區金城路三段３３巷２號"
108,0883,陽信商業銀行,南桃園分行,"桃園市桃園區中山路３８２號１～２樓"
108,0917,陽信商業銀行,林園分行,"高雄市林園區東林西路１３６號１樓"
108,0926,陽信商業銀行,岡山分行,"高雄市岡山區大德一路１６號１樓"
108,0935,陽信商業銀行,仁德分行,"台南市仁德區中正路二段２７３號"
108,0944,陽信商業銀行,東桃園分行,"桃園市桃園區經國路５２３、５２５號１樓"
108,0953,陽信商業銀行,永康分行,"台南市永康區中華路６２５號"
108,0971,陽信商業銀行,南港分行,"台北市南港區南港路二段９７號１樓"
108,0980,陽信商業銀行,里港簡易型分行,"屏東縣里港鄉春林村里港路４３號"
108,0999,陽信商業銀行,大里分行,"台中市大里區國光路二段６６６、６６８號"
108,1017,陽信商業銀行,萬華分行,"台北市萬華區西園路２段２０７號１樓"
108,1026,陽信商業銀行,臺北分行,"台北市中山區民生東路一段４３號"
108,1035,陽信商業銀行,長安分行,"台北市大同區長安西路二０五號"
108,1053,陽信商業銀行,羅東分行,"宜蘭縣羅東鎮中正北路三十號"
108,1062,陽信商業銀行,竹北分行,"新竹縣竹北市光明六路東一段二三六號"
108,1071,陽信商業銀行,重新分行,"新北市三重區重新路四段２８號"
108,1080,陽信商業銀行,彰化分行,"彰化縣彰化市曉陽路１８７號"
108,1336,陽信商業銀行,苗栗分行,"苗栗縣公館鄉大同路２０５號"
108,1354,陽信商業銀行,龍井分行,"台中市龍井區臺灣大道五段２５６、２５８號"
108,1363,陽信商業銀行,雲林分行,"雲林縣土庫鎮復興路３９號、４１號、４３號"
108,1372,陽信商業銀行,南投分行,"南投縣名間鄉員集路１２２號"
108,1503,陽信商業銀行,臺東分行,"台東縣卑南鄉太平路１１２號、１１４號"
108,1512,陽信商業銀行,宜蘭分行,"宜蘭縣員山鄉員山路一段１８１號、１８３號"
108,1567,陽信商業銀行,林口分行,"桃園市龜山區文化三路３３１號１樓、２樓"
108,1576,陽信商業銀行,豐原分行,"台中市豐原區中山路２７７號"
114,,基隆第一信用合作社,,"基隆市中正區義一路７６號"
114,0015,基隆第一信用合作社,營業部,"基隆市中正區義一路７６號"
114,0024,基隆第一信用合作社,仁一路分社,"基隆市仁愛區仁一路１５７號"
114,0033,基隆第一信用合作社,愛三路分社,"基隆市仁愛區愛三路７號"
114,0042,基隆第一信用合作社,忠二路分社,"基隆市仁愛區忠二路２０號"
114,0051,基隆第一信用合作社,安一路分社,"基隆市中山區安一路６１號"
114,0060,基隆第一信用合作社,信二路分社,"基隆市信義區信二路１６１號"
114,0079,基隆第一信用合作社,中華路分社,"基隆市中山區中華路７１號"
114,0088,基隆第一信用合作社,八斗子分社,"基隆市中正區北寧路２８２號"
114,0097,基隆第一信用合作社,南興路分社,"基隆市七堵區南興路７４號"
114,0103,基隆第一信用合作社,大武崙分社,"基隆市安樂區基金一路１３１之２１號"
114,0112,基隆第一信用合作社,碇內分社,"基隆市暖暖區源遠路２２６巷３３號"
114,0121,基隆第一信用合作社,仁二路分社,"基隆市仁愛區仁二路１９２號"
114,0130,基隆第一信用合作社,百福分社,"基隆市七堵區百三街１００號"
114,0149,基隆第一信用合作社,松山分社,"台北市松山區八德路四段２３２號１樓"
114,0158,基隆第一信用合作社,永春分社,"台北市信義區松山路４９５號"
115,,基隆市第二信用合作社,,"基隆市仁愛區愛二路７８號"
115,0014,基隆市第二信用合作社,營業部,"基隆市仁愛區愛二路７８號"
115,0023,基隆市第二信用合作社,廟口分社,"基隆市仁愛區愛三路３７號"
115,0032,基隆市第二信用合作社,中正區分社,"基隆市中正區中正路４３１號"
115,0041,基隆市第二信用合作社,新店分社（元大證券收付處）,"基隆市仁愛區孝三路８１號"
115,0050,基隆市第二信用合作社,七堵分社,"基隆市七堵區南興路７０號"
115,0069,基隆市第二信用合作社,安樂分社,"基隆市中山區安一路７５號"
115,0078,基隆市第二信用合作社,信義分社,"基隆市信義區信二路１３７號"
115,0087,基隆市第二信用合作社,港東分社,"基隆市中正區義一路４３號"
115,0096,基隆市第二信用合作社,暖暖分社,"基隆市暖暖區暖暖街８７號"
115,0102,基隆市第二信用合作社,安和分社,"基隆市安樂區安樂路二段１２４號"
115,0111,基隆市第二信用合作社,臺北分社,"台北市中山區龍江路２５１號"
115,0120,基隆市第二信用合作社,百福分社,"基隆市七堵區福二街１４５號"
115,0139,基隆市第二信用合作社,基金分社,"基隆市安樂區基金一路１７２之３號"
115,0148,基隆市第二信用合作社,新豐分社,"基隆市信義區深溪路８３號"
115,0157,基隆市第二信用合作社,復興分社,"基隆市中山區復興路１０１號"
118,,板信商業銀行,,"新北市板橋區縣民大道二段６８號"
118,0011,板信商業銀行,板橋分行,"新北市板橋區文化路一段１１號"
118,0020,板信商業銀行,後埔分行,"新北市板橋區成都街１８號"
118,0039,板信商業銀行,永和分行,"新北市永和區仁愛路１２號"
118,0048,板信商業銀行,埔墘分行,"新北市板橋區中山路２段１００號１樓、５樓"
118,0057,板信商業銀行,華江分行,"新北市板橋區文化路二段３８２號"
118,0066,板信商業銀行,民族分行,"新北市板橋區漢生東路３３９號"
118,0075,板信商業銀行,中和分行,"新北市中和區中和路２３２號"
118,0084,板信商業銀行,土城分行,"新北市土城區中央路一段２８９號"
118,0093,板信商業銀行,文化分行,"新北市板橋區文化路一段２６１號"
118,0109,板信商業銀行,大觀分行,"新北市板橋區大觀路二段１５５號"
118,0118,板信商業銀行,興南分行,"新北市中和區景新街３３８號１、２樓"
118,0145,板信商業銀行,小港分行,"高雄市小港區二苓路２１３號"
118,0163,板信商業銀行,新興分行,"高雄市新興區中正四路６５號１、２樓"
118,0181,板信商業銀行,前鎮分行,"高雄市前鎮區瑞隆路４２１號"
118,0206,板信商業銀行,陽明分行,"高雄市三民區覺明路１７８號"
118,0215,板信商業銀行,高新莊分行,"高雄市左營區新莊仔路４８５號"
118,0279,板信商業銀行,信義分行,"台北市信義區基隆路二段１２７號"
118,0288,板信商業銀行,新莊分行,"新北市新莊區幸褔路７１９號"
118,0297,板信商業銀行,秀朗分行,"新北市永和區得和路１１８號"
118,0303,板信商業銀行,桃園分行,"桃園市桃園區永安路３６０號"
118,0312,板信商業銀行,三重分行,"新北市三重區重陽路四段３５號１、２樓"
118,0330,板信商業銀行,員山分行,"新北市中和區中正路７５３號"
118,0349,板信商業銀行,桃鶯分行,"桃園市桃園區延平路２８之８號１、２樓"
118,0358,板信商業銀行,民生分行,"台北市松山區民生東路三段１３３之１號"
118,0367,板信商業銀行,龍岡分行,"桃園市中壢區龍東路７８號"
118,0385,板信商業銀行,樹林分行,"新北市樹林區鎮前街５８號"
118,0394,板信商業銀行,金城分行,"新北市土城區金城路三段９１號"
118,0400,板信商業銀行,新竹分行,"新竹縣竹北市自強南路５６號"
118,0419,板信商業銀行,八德分行,"台北市松山區八德路二段３６０號"
118,0428,板信商業銀行,台中分行,"台中市南屯區文心路一段５５６號"
118,0437,板信商業銀行,台南分行,"台南市東區崇明路１８９號"
118,0446,板信商業銀行,新店分行,"新北市新店區民權路６０號"
118,0455,板信商業銀行,內湖分行,"台北市內湖區成功路四段１６３號"
118,0482,板信商業銀行,中正分行,"新北市板橋區民權路２５２、２５４號"
118,0507,板信商業銀行,嘉義分行,"嘉義市中山路２９８號"
118,0598,板信商業銀行,蘆洲分行,"新北市蘆洲區民族路２５６號"
118,0604,板信商業銀行,羅東分行,"宜蘭縣羅東鎮公正路１１９號１樓"
118,0613,板信商業銀行,北台中分行,"台中市北區文心路四段１８４號"
118,0622,板信商業銀行,成功分行,"台南市中西區成功路４５７號１樓"
118,0631,板信商業銀行,福和分行,"新北市永和區永貞路４５號"
118,0659,板信商業銀行,營業部,"新北市板橋區縣民大道二段６８號"
118,0668,板信商業銀行,瑞光分行,"台北市內湖區瑞光路６３３號１樓"
118,0677,板信商業銀行,丹鳳分行,"新北市新莊區中正路７０６號１、２樓"
118,0686,板信商業銀行,北新分行,"新北市新店區北新路三段１７、１９、２１號"
118,0695,板信商業銀行,艋舺分行,"台北市萬華區昆明街３２２號"
118,0701,板信商業銀行,興隆分行,"台北市文山區興隆路二段１８５號"
118,0710,板信商業銀行,雙園分行,"台北市萬華區東園街１４５號"
118,0729,板信商業銀行,西門分行,"台北市萬華區漢中街１９３號"
118,0738,板信商業銀行,古亭分行,"台北市大安區羅斯福路三段２７１號"
118,0747,板信商業銀行,安東分行,"台北市中山區八德路二段１８８號"
118,0756,板信商業銀行,松山分行,"台北市信義區莊敬路１９６號"
118,0765,板信商業銀行,士林分行,"台北市士林區德行東路１０９巷７９號"
118,0774,板信商業銀行,東湖分行,"台北市內湖區東湖路５５號１樓"
118,0792,板信商業銀行,復興分行,"台北市中山區復興北路４２６、４２８號"
118,0808,板信商業銀行,民權分行,"台北市大同區民權西路１３６號１、２樓"
118,0817,板信商業銀行,重慶分行,"台北市大同區鄭州路２７號"
118,0826,板信商業銀行,木柵分行,"台北市文山區木新路三段２３６號１、２樓"
118,0844,板信商業銀行,大直分行,"台北市中山區北安路６３２號"
118,0853,板信商業銀行,萬大分行,"台北市萬華區萬大路２４４號"
118,0880,板信商業銀行,南京東路分行,"台北市中山區南京東路三段１３０號１樓"
118,0899,板信商業銀行,北桃園分行,"桃園市桃園區經國路４４９號"
118,0905,板信商業銀行,環東分行,"台北市內湖區新明路１０８號１、２樓"
118,0914,板信商業銀行,汐止分行,"新北市汐止區新台五路一段９１之２號"
118,0923,板信商業銀行,燕巢分行,"高雄市燕巢區中民路７６１號"
118,0932,板信商業銀行,苗栗分行,"苗栗縣銅鑼鄉中正路３９號"
118,0941,板信商業銀行,南港分行,"台北市南港區南港路一段２１８、２２０號"
119,,淡水第一信用合作社,,"新北市淡水區中正路６３號"
119,0010,淡水第一信用合作社,營業部,"新北市淡水區中正路６３號"
119,0029,淡水第一信用合作社,三重分社,"新北市三重區力行路二段１４８號"
119,0038,淡水第一信用合作社,三芝分社,"新北市三芝區埔頭村中山路一段７１號"
119,0047,淡水第一信用合作社,八里分社,"新北市八里區訊塘村中山路二段４５８號"
119,0056,淡水第一信用合作社,石門分社,"新北市石門區尖鹿村中央路５號"
119,0065,淡水第一信用合作社,竹圍分社,"新北市淡水區民族路１２號"
119,0074,淡水第一信用合作社,水碓分社,"新北市淡水區中山路１９２號"
119,0083,淡水第一信用合作社,英專分社,"新北市淡水區博愛街１號"
119,0092,淡水第一信用合作社,新市分社,"新北市淡水區中山北路二段７號"
119,0108,淡水第一信用合作社,龍形分社,"新北市八里區龍源村龍米路一段１２１號"
119,0117,淡水第一信用合作社,金山分社,"新北市金山區美田村中山路１５６號"
119,0126,淡水第一信用合作社,萬里分社,"新北市萬里區瑪鋉路３６號"
119,0135,淡水第一信用合作社,板橋分社,"新北市板橋區中山路二段２９１之１２號１樓"
119,0153,淡水第一信用合作社,林口分社,"新北市林口區忠孝路３８０號１樓"
119,0162,淡水第一信用合作社,中和分社,"新北市中和區宜安路１２１號１樓"
119,0180,淡水第一信用合作社,北投分社,"台北市北投區明德路１０５號１樓"
119,0199,淡水第一信用合作社,新莊分社,"新北市新莊區中正路８９１之５１號"
120,,新北市淡水信用合作社,,"新北市淡水區中正路６７號"
120,0016,新北市淡水信用合作社,營業部,"新北市淡水區中正路６７號"
120,0025,新北市淡水信用合作社,水碓分社,"新北市淡水區中山北路一段５７號"
120,0034,新北市淡水信用合作社,竹圍分社,"新北市淡水區民權路１０５號"
120,0043,新北市淡水信用合作社,英專分社,"新北市淡水區英專路２７號"
120,0052,新北市淡水信用合作社,義山分社,"新北市淡水區淡金路三段三五三號"
120,0061,新北市淡水信用合作社,三芝分社,"新北市三芝區中正路一段７２號"
120,0070,新北市淡水信用合作社,八里分社,"新北市八里區中山路２段５４６號"
120,0089,新北市淡水信用合作社,成州分社,"新北市五股區成泰路三段５７１號"
120,0098,新北市淡水信用合作社,五股分社,"新北市五股區工商路７８號"
120,0104,新北市淡水信用合作社,萬金分社,"新北市金山區中山路２７８號"
120,0113,新北市淡水信用合作社,新莊分社,"新北市新莊區立信一街２０、２２號"
120,0122,新北市淡水信用合作社,泰山分社,"新北市泰山區明志路二段１１９號"
120,0131,新北市淡水信用合作社,林口分社,"新北市林口區佳林路１６１號"
120,0140,新北市淡水信用合作社,板橋分社,"新北市板橋區四維路１７４號"
120,0159,新北市淡水信用合作社,蘆洲分社,"新北市蘆洲區中山二路６０號１樓及２樓"
120,0168,新北市淡水信用合作社,三重分社,"新北市三重區重陽路四段１５６號"
124,,宜蘭信用合作社,,"宜蘭縣宜蘭市中山路三段５號"
124,0012,宜蘭信用合作社,營業部,"宜蘭縣宜蘭市中山路三段５號"
124,0021,宜蘭信用合作社,復興分社,"宜蘭縣宜蘭市復興路２段１６號１樓"
124,0030,宜蘭信用合作社,東門分社,"宜蘭縣宜蘭市宜興路二段３３號"
124,0058,宜蘭信用合作社,頭城分社,"宜蘭縣頭城鎮青雲路三段１３６號"
124,0067,宜蘭信用合作社,礁溪分社,"宜蘭縣礁溪鄉中山路一段２４３號１－２樓"
124,0076,宜蘭信用合作社,冬山分社,"宜蘭縣冬山鄉冬山路五段２０８號"
124,0085,宜蘭信用合作社,三星分社,"宜蘭縣三星鄉三星路四段４５１號"
124,0094,宜蘭信用合作社,壯圍分社,"宜蘭縣壯圍鄉壯五路２９４號"
124,0100,宜蘭信用合作社,羅東分社,"宜蘭縣羅東鎮中正路１２２、１２４號"
124,0119,宜蘭信用合作社,蘇澳分社,"宜蘭縣蘇澳鎮南寧路５９號１樓"
127,,桃園信用合作社,,"桃園市桃園區中正路１３３號"
127,0019,桃園信用合作社,營業部,"桃園市桃園區中正路１３３號"
127,0028,桃園信用合作社,大林分社,"桃園市桃園區昆明路３５號"
127,0037,桃園信用合作社,永興分社,"桃園市桃園區中正路３５７號"
127,0046,桃園信用合作社,南華分社,"桃園市桃園區育樂街６１號"
127,0055,桃園信用合作社,介壽分社,"桃園市桃園區介壽路１１７號"
127,0064,桃園信用合作社,中山分社,"桃園市桃園區中山路５９９號"
127,0073,桃園信用合作社,永安分社,"桃園市桃園區永安路５９８號"
127,0082,桃園信用合作社,會稽分社,"桃園市桃園區大興路１５６號"
127,0091,桃園信用合作社,莊敬分社,"桃園市蘆竹區大竹路５０６號"
127,0107,桃園信用合作社,大湳分社,"桃園市八德區廣福路１２７號"
127,0116,桃園信用合作社,南崁分社,"桃園市蘆竹區南竹路一段８９號"
130,,新竹第一信用合作社,,"新竹市大同路１３０號"
130,0013,新竹第一信用合作社,營業部,"新竹市大同路１３０號"
130,0022,新竹第一信用合作社,城中分社,"新竹市中山路７２號"
130,0031,新竹第一信用合作社,武昌分社,"新竹市武昌街５１號"
130,0040,新竹第一信用合作社,新社分社,"新竹縣竹北市中正西路２４５號"
130,0059,新竹第一信用合作社,竹北分社,"新竹縣竹北市博愛街４３５號"
130,0068,新竹第一信用合作社,三民分社,"新竹市民生路２９８號"
130,0077,新竹第一信用合作社,香山分社,"新竹市牛埔東路１５５號"
130,0086,新竹第一信用合作社,東南分社,"新竹市食品路１０５號"
130,0095,新竹第一信用合作社,光復分社,"新竹市光復路一段５７９號"
130,0101,新竹第一信用合作社,南寮分社,"新竹市延平路三段６７５號"
130,0110,新竹第一信用合作社,南香山分社,"新竹市大庄路３７號"
130,0129,新竹第一信用合作社,武陵分社,"新竹市武陵路１３１號"
130,0138,新竹第一信用合作社,延平分社,"新竹市延平路一段２１４巷５０號"
130,0147,新竹第一信用合作社,建功分社,"新竹市建中路４８號"
130,0156,新竹第一信用合作社,芎林分社,"新竹縣芎林鄉文山路６４８號"
130,0165,新竹第一信用合作社,寶山分社,"新竹縣寶山鄉寶新路一段７８號"
130,0174,新竹第一信用合作社,平鎮分社,"桃園市平鎮區興安路１３６號"
130,0183,新竹第一信用合作社,楊梅分社,"桃園市楊梅區新農街４５７號"
130,0192,新竹第一信用合作社,八德分社,"桃園市八德區東勇北路４８０號"
130,0208,新竹第一信用合作社,中壢分社,"桃園市中壢區中正路２４６號"
132,,新竹第三信用合作社,,"新竹市北大路２８２號"
132,0011,新竹第三信用合作社,市中分社,"新竹市西門街１６號"
132,0020,新竹第三信用合作社,民生分社,"新竹市民生路２３３號"
132,0039,新竹第三信用合作社,營業部,"新竹市北大路２８２號"
132,0048,新竹第三信用合作社,中正分社,"新竹市中正路３１３號"
132,0057,新竹第三信用合作社,東南分社,"新竹市東南街４８號"
132,0066,新竹第三信用合作社,西門分社,"新竹市林森路３０２號"
132,0075,新竹第三信用合作社,東光分社,"新竹市光復路一段４５５號"
132,0084,新竹第三信用合作社,香山分社,"新竹市牛埔南路５３號"
132,0093,新竹第三信用合作社,竹南分社,"苗栗縣竹南鎮光復路２０５號"
132,0109,新竹第三信用合作社,延平分社,"新竹市延平路一段４０３號"
132,0118,新竹第三信用合作社,光華分社,"新竹市光華東街５４號"
132,0127,新竹第三信用合作社,新豐分社,"新竹縣新豐鄉建興路一段１４６號"
132,0136,新竹第三信用合作社,竹北分社,"新竹縣竹北市中正東路１９３號"
132,0145,新竹第三信用合作社,六家簡易型分社,"新竹縣竹北市嘉興路１２０號"
132,0154,新竹第三信用合作社,頭份分社,"苗栗縣頭份市中華路１０１８號"
146,,台中市第二信用合作社,,"台中市中區中山路２０２號"
146,0014,台中市第二信用合作社,營業部,"台中市中區中山路２０２號"
146,0023,台中市第二信用合作社,文昌分社,"台中市北屯區大連路二段２５８號"
146,0032,台中市第二信用合作社,南屯分社,"台中市南屯區五權西路二段６２３號"
146,0041,台中市第二信用合作社,五權分社,"台中市北區五權路２８９號"
146,0050,台中市第二信用合作社,東南分社,"台中市南區復興路三段１５６號"
146,0069,台中市第二信用合作社,大智分社,"台中市東區大智路９６號"
146,0078,台中市第二信用合作社,港路分社,"台中市西區臺灣大道二段４７９號"
146,0087,台中市第二信用合作社,精進分社,"台中市東區進化路２００號"
146,0096,台中市第二信用合作社,中興分社,"台中市西區五權路１之１５１號"
146,0102,台中市第二信用合作社,水湳分社,"台中市北區中清路一段７６８號"
146,0111,台中市第二信用合作社,中和分社,"台中市南屯區黎明路一段２２５號"
146,0120,台中市第二信用合作社,松竹分社,"台中市北屯區崇德路３段５３５號"
146,0139,台中市第二信用合作社,向上分社,"台中市南屯區向上路一段５７０號"
146,0148,台中市第二信用合作社,大雅分社,"台中市大雅區雅潭路四段７０６號"
146,0157,台中市第二信用合作社,西屯分社,"台中市西屯區西屯路三段３９之１號"
146,0166,台中市第二信用合作社,太平分社,"台中市太平區育賢路２０９號"
146,0175,台中市第二信用合作社,大里分社,"台中市大里區中興路二段１５３－３號"
146,0184,台中市第二信用合作社,潭子分社,"台中市潭子區頭張路一段２３號"
146,0193,台中市第二信用合作社,文山分社,"台中市南屯區忠勇路７０之３號１樓"
146,0209,台中市第二信用合作社,軍功分社,"台中市北屯區東山路一段３０６號"
146,0218,台中市第二信用合作社,高工分社,"台中市南區高工路７６號"
146,0227,台中市第二信用合作社,敦化分社,"台中市北屯區敦化路一段５８８號"
146,0236,台中市第二信用合作社,富貴分社,"台中市西屯區黎明路二段８１７號"
147,,三信商業銀行,,"台中市中區市府路５９號"
147,0013,三信商業銀行,台中分行,"台中市中區市府路５９號"
147,0022,三信商業銀行,營業部,"台中市中區公園路３２之１號"
147,0040,三信商業銀行,成功分行,"台中市北區進化路５８０號"
147,0059,三信商業銀行,西屯分行,"台中市西屯區河南路二段４５８號"
147,0068,三信商業銀行,國光分行,"台中市南區復興路三段３３３號"
147,0077,三信商業銀行,大智分行,"台中市東區大智路３３９號"
147,0086,三信商業銀行,林森分行,"台中市西區林森路９９號"
147,0095,三信商業銀行,南門分行,"台中市南區南門路７５號"
147,0101,三信商業銀行,進化分行,"台中市北區進化北路２５５號"
147,0110,三信商業銀行,南屯分行,"台中市南屯區南屯路２段４１０號"
147,0138,三信商業銀行,北屯分行,"台中市北屯區文心路四段７５１號"
147,0147,三信商業銀行,豐原分行,"台中市豐原區向陽路３３０號"
147,0156,三信商業銀行,彰化分行,"彰化縣彰化市中正路二段１８１號"
147,0165,三信商業銀行,員林分行,"彰化縣員林市大同路一段１８９號"
147,0183,三信商業銀行,台北分行,"台北市內湖區陽光街２４６號"
147,0192,三信商業銀行,桃園分行,"桃園市桃園區成功路２段９號"
147,0208,三信商業銀行,板橋分行,"新北市板橋區民族路２６０號"
147,0253,三信商業銀行,豐信分行,"台中市豐原區中山路３５３號"
147,0262,三信商業銀行,中山分行,"台中市豐原區大明路３６號"
147,0299,三信商業銀行,台南分行,"台南市南區大同路２段４３８號"
147,0305,三信商業銀行,高雄分行,"高雄市左營區文府路１號"
147,0314,三信商業銀行,新莊分行,"新北市新莊區中平路２８７號"
147,0323,三信商業銀行,新竹分行,"新竹市東區民生路１９６號"
147,0332,三信商業銀行,鳳山分行,"高雄市鳳山區文衡路４７８號"
147,0341,三信商業銀行,大雅分行,"台中市大雅區雅環路一段３３６號"
147,0350,三信商業銀行,橋頭分行,"高雄市橋頭區成功南路６８３號"
147,0369,三信商業銀行,大肚分行,"台中市大肚區沙田路一段４２６－７號"
147,0378,三信商業銀行,龍井分行,"台中市龍井區中央路一段１９６號"
147,0387,三信商業銀行,田中分行,"彰化縣田中鎮員集路二段１３６號"
147,0396,三信商業銀行,太平分行,"台中市太平區環太東路２３３號"
158,,彰化第一信用合作社,,"彰化縣彰化市中華路１０４號"
158,0019,彰化第一信用合作社,營業部,"彰化縣彰化市中華路１０４號"
158,0028,彰化第一信用合作社,中華分社,"彰化縣彰化市中華路２７９號"
158,0037,彰化第一信用合作社,曉陽分社,"彰化縣彰化市曉陽路６２號"
158,0046,彰化第一信用合作社,彰美分社,"彰化縣彰化市自強南路１號"
158,0055,彰化第一信用合作社,花壇分社,"彰化縣花壇鄉長沙村中正路２５９號"
158,0064,彰化第一信用合作社,大竹分社,"彰化縣彰化市彰南路一段９３號"
158,0073,彰化第一信用合作社,和美分社,"彰化縣和美鎮彰美路五段３０７號"
158,0082,彰化第一信用合作社,中正分社,"彰化縣彰化市中正路一段２２８號"
158,0091,彰化第一信用合作社,員林分社,"彰化縣員林市三條里三民東街２８６號"
161,,彰化第五信用合作社,,"彰化縣彰化市和平路６７號"
161,0013,彰化第五信用合作社,營業部,"彰化縣彰化市和平路６７號"
161,0022,彰化第五信用合作社,華山分社,"彰化縣彰化市華山路４７號"
161,0031,彰化第五信用合作社,彰南路分社,"彰化縣彰化市彰南路一段８８號"
161,0040,彰化第五信用合作社,東芳分社,"彰化縣彰化市莿桐里線東路一段１之３號"
161,0059,彰化第五信用合作社,旭光分社,"彰化縣彰化市旭光路１８６號"
161,0068,彰化第五信用合作社,大里分社,"台中市大里區中興路一段２９２之１號"
161,0077,彰化第五信用合作社,埔心分社,"彰化縣埔心鄉員鹿路１段２３９號"
161,0086,彰化第五信用合作社,田中分社,"彰化縣田中鎮員集路二段５２３號"
